0,o.me,0.08335385039960351
1,o.std,0.03839608469988735
2,o.sk,0.05640465750772282
3,o.ku,0.00184356971151934
4,o.me.1absdf,0.0015844605136027478
5,o.me.2absdf,0.0045771905787538505
6,o.me.1df,0.045555343729957676
7,o.me.2df,0.5270560579489914
8,o.me.negdf,0.004720158621380222
9,o.ro.negdf,0.01704254329310506
10,o.num.argmi,0.23707381355995844
11,o.num.argma,0.2461203343852671
12,o.1df.me,0.045555343729957676
13,o.1df.std,0.0018952620391855914
14,o.1df.sk,0.03102071296189413
15,o.1df.ku,0.13474082158579312
16,o.1df.me.1absdf,0.0045771905787538505
17,o.1df.me.2absdf,0.0273414541202402
18,o.1df.me.1df,0.5270560579489914
19,o.1df.me.2df,0.4706778030963278
20,o.1df.me.negdf,0.007087039533054172
21,o.1df.ro.negdf,0.49987762723556095
22,o.1df.num.argmi,0.00254904561957414
23,o.1df.num.argma,0.0026145997201401697
24,o.2df.me,0.5270560579489914
25,o.2df.std,0.00749410291094
26,o.2df.sk,0.9364799655867831
27,o.2df.ku,0.5227266807122739
28,o.2df.me.1absdf,0.0273414541202402
29,o.2df.me.2absdf,0.07462040953521926
30,o.2df.me.1df,0.4706778030963278
31,o.2df.me.2df,0.7139223378772391
32,o.2df.me.negdf,0.027169991342029173
33,o.2df.ro.negdf,0.7259601390276831
34,o.2df.num.argmi,0.0034353342575236074
35,o.2df.num.argma,0.0023227025941168528
36,o.VLF.ro,0.47472853569430706
37,o.VLF.s,0.08624846800099442
38,o.VLF.ma,0.08624846800099442
39,o.VLF.me,0.08624846800099442
40,o.VLF.mi,0.08624846800099442
41,o.LF.ro,0.27634064070366643
42,o.LF.s,0.012879547585041043
43,o.LF.ma,0.012879547585041043
44,o.LF.me,0.012879547585041043
45,o.LF.mi,0.012879547585041043
46,o.MF.ro,0.36163051399865775
47,o.MF.s,0.00582763807413773
48,o.MF.ma,0.007547566073346538
49,o.MF.me,0.00582763807413773
50,o.MF.mi,0.001641731607677338
51,o.HF.ro,0.5435667668147892
52,o.HF.s,0.03601124547250916
53,o.HF.ma,0.052514265829178425
54,o.HF.me,0.03601124547250916
55,o.HF.mi,0.014841565124656973
56,o.VHF.ro,0.1695776156218443
57,o.VHF.s,0.000982842966930857
58,o.VHF.ma,0.001335198753604397
59,o.VHF.me,0.000982842966930857
60,o.VHF.mi,0.0015251048244256167
61,o.p.mxf,0.9787227903381003
62,o.p.mef,0.6873510023205254
63,o.p.mdf,0.02145475976354455
64,o.p.IRf,0.34096900170320654
65,o.t.mxf,0.9251017644193316
66,o.t.mif,0.31264529580373196
67,o.t.mef,0.10277698501813151
68,o.t.mdf,0.16453496244170504
69,o.t.IRf,0.8632226153351465
70,o.DWT.me.E.H,0.08485798219721702
71,o.DWT.std.H,0.03771082598653271
72,o.DWT.me.P.H,0.06931063029935335
73,o.DWT.sk.H,0.05879387575607779
74,o.DWT.ku.H,0.001133928991694639
75,o.DWT.ApEn.H,0.10710720757383715
76,o.DWT.InEn.H,0.3316050393306972
77,o.DWT.me.E.M,0.011685546694533176
78,o.DWT.std.M,0.024233166384582165
79,o.DWT.me.P.M,0.03732937775921026
80,o.DWT.sk.M,0.8333662500988105
81,o.DWT.ku.M,0.8222858696739525
82,o.DWT.ApEn.M,0.4386898051323127
83,o.DWT.InEn.M,0.9876726640544478
84,o.DWT.me.E.L,0.02131317455788756
85,o.DWT.std.L,0.03865500601897498
86,o.DWT.me.P.L,0.07588250952403347
87,o.DWT.sk.L,0.8260846206447541
88,o.DWT.ku.L,0.8575249998833252
89,o.DWT.ApEn.L,0.419864033578478
90,o.DWT.InEn.L,0.36360379412450117
91,o.ApEn,0.0935613066524491
92,o.InEn,0.3001343874007145
93,o.rms.1,0.2593462789735291
94,o.rms.2,0.26017210011347724
95,o.rms.3,0.2605919006069766
96,o.rms.4,0.26007459563667185
97,o.rms.5,0.2600467073317925
98,o.rms.6,0.2550160144533883
99,o.rms.7,0.24668220859361525
100,o.rms.8,0.23452022825616983
101,o.rms.9,0.21677469389949813
102,o.rms.10,0.20034100258494297
103,o.rms.11,0.18436922745682688
104,o.rms.12,0.1749726918201181
105,o.rms.13,0.16697119744374234
106,o.rms.14,0.16249424405472812
107,o.rms.15,0.15761228449722467
108,o.rms.16,0.16098254807215132
109,o.rms.17,0.16634873080057141
110,o.rms.18,0.1711876414809762
111,o.rms.19,0.18241493095383524
112,o.rms.20,0.18868314312032375
113,o.rmp.1,0.021143677817820984
114,o.rmp.2,0.02110948607377303
115,o.rmp.3,0.021068027108991493
116,o.rmp.4,0.02125161245721834
117,o.rmp.5,0.021240578815283732
118,o.rmp.6,0.021116905679269844
119,o.rmp.7,0.02104854036730516
120,o.rmp.8,0.021035498810068623
121,o.rmp.9,0.02098595732442924
122,o.rmp.10,0.02094123028893311
123,o.rmp.11,0.020856531894730013
124,o.rmp.12,0.02094607343991508
125,o.rmp.13,0.020947763758242557
126,o.rmp.14,0.021150611766523168
127,o.rmp.15,0.02133304968678253
128,o.rmp.16,0.021542319912644273
129,o.rmp.17,0.02130467218217988
130,o.rmp.18,0.021182378194885772
131,o.rmp.19,0.02119781263397041
132,o.rmp.20,0.021283187045098663
